Date,Open,High,Low,Close,Change (Pips)
"Sep 29, 2022 00:00",1.36043,1.37555,1.36031,1.36837,+79.4
"Sep 28, 2022 00:00",1.3723,1.3833,1.36026,1.36035,-119.5
"Sep 27, 2022 00:00",1.37291,1.37753,1.36394,1.37237,-5.4
"Sep 26, 2022 00:00",1.35996,1.38078,1.35585,1.3739,+139.4
"Sep 23, 2022 00:00",1.34856,1.36122,1.34678,1.35946,+109.0
"Sep 22, 2022 00:00",1.34549,1.35449,1.34092,1.34877,+32.8
"Sep 21, 2022 00:00",1.33616,1.34675,1.33571,1.34671,+105.5
"Sep 20, 2022 00:00",1.32494,1.33751,1.32269,1.33677,+118.3
"Sep 19, 2022 00:00",1.32618,1.33441,1.32452,1.32511,-10.7
"Sep 16, 2022 00:00",1.32272,1.33081,1.32244,1.32675,+40.3
"Sep 15, 2022 00:00",1.31646,1.32401,1.31534,1.32275,+62.9
"Sep 14, 2022 00:00",1.31634,1.32062,1.31393,1.31662,+2.8
"Sep 13, 2022 00:00",1.29861,1.31753,1.29539,1.31745,+188.4
"Sep 12, 2022 00:00",1.304,1.30436,1.29638,1.29839,-56.1
"Sep 09, 2022 00:00",1.30906,1.3094,1.29815,1.30206,-70.0
"Sep 08, 2022 00:00",1.31188,1.31594,1.30773,1.30897,-29.1
"Sep 07, 2022 00:00",1.31519,1.32087,1.31104,1.31197,-32.2
"Sep 06, 2022 00:00",1.31393,1.31704,1.30964,1.31505,+11.2
"Sep 05, 2022 00:00",1.31293,1.31733,1.31266,1.31412,+11.9
"Sep 02, 2022 00:00",1.31569,1.31698,1.30745,1.31251,-31.8
"Sep 01, 2022 00:00",1.31264,1.3208,1.3121,1.31541,+27.7
"Aug 31, 2022 00:00",1.3091,1.31405,1.30627,1.31327,+41.7
"Aug 30, 2022 00:00",1.3005,1.31083,1.29719,1.30925,+87.5
"Aug 29, 2022 00:00",1.30318,1.30758,1.29904,1.30106,-21.2
"Aug 26, 2022 00:00",1.29217,1.30429,1.29041,1.30417,+120.0
"Aug 25, 2022 00:00",1.29605,1.29756,1.28946,1.29231,-37.4
"Aug 24, 2022 00:00",1.29599,1.30188,1.29515,1.29715,+11.6
"Aug 23, 2022 00:00",1.30553,1.30633,1.29336,1.29579,-97.4
"Aug 22, 2022 00:00",1.29818,1.30606,1.29711,1.30524,+70.6
"Aug 19, 2022 00:00",1.29455,1.30092,1.29409,1.29931,+47.6
"Aug 18, 2022 00:00",1.29087,1.2967,1.28809,1.29463,+37.6
"Aug 17, 2022 00:00",1.28412,1.29365,1.28272,1.29139,+72.7
"Aug 16, 2022 00:00",1.2904,1.29288,1.2831,1.2843,-61.0
"Aug 15, 2022 00:00",1.27699,1.2934,1.27672,1.29023,+132.4
"Aug 12, 2022 00:00",1.27605,1.28027,1.2739,1.27722,+11.7
"Aug 11, 2022 00:00",1.27704,1.27921,1.27279,1.27615,-8.9
"Aug 10, 2022 00:00",1.28854,1.2895,1.27508,1.27753,-110.1
"Aug 09, 2022 00:00",1.28467,1.29005,1.28437,1.28847,+38.0
"Aug 08, 2022 00:00",1.29301,1.29502,1.28387,1.2856,-74.1
"Aug 05, 2022 00:00",1.28573,1.29847,1.28569,1.29356,+78.3
"Aug 04, 2022 00:00",1.2837,1.28756,1.28177,1.28634,+26.4
"Aug 03, 2022 00:00",1.28743,1.28916,1.28322,1.28402,-34.1
"Aug 02, 2022 00:00",1.28421,1.28873,1.28325,1.28788,+36.7
"Aug 01, 2022 00:00",1.27994,1.28557,1.27671,1.28371,+37.7
"Jul 29, 2022 00:00",1.28057,1.28548,1.27882,1.27973,-8.4
"Jul 28, 2022 00:00",1.28266,1.28701,1.27953,1.28056,-21.0
"Jul 27, 2022 00:00",1.28871,1.29115,1.28083,1.28237,-63.4
"Jul 26, 2022 00:00",1.28471,1.29013,1.28163,1.28838,+36.7
"Jul 25, 2022 00:00",1.2917,1.29462,1.28343,1.28466,-70.4
